Order,Lot Frontage,LotArea,LotShape,Utilities,Lot Config,Land Slope,Neighborhood,Bldg Type,House Style,Overall Qual,Overall Cond,YearBuilt,YearRemod/Add,Foundation,Bsmt Unf SF,Total Bsmt SF,BaseLivArea,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,Half Bath,Bathrooms,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Garage Type,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Mo Sold,Yr Sold,Sale Condition,SalePrice
136,80,11600,Reg,AllPub,Corner,Gtl,NAmes,Duplex,2Story,5,5,1960,1960,CBlock,662,1105,443,Y,1105,1169,2274,2,0,2,5,2,TA,12,0,Detchd,480,0,0,0,0,0,1,2010,Normal,154300
137,,19900,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,5,1970,1989,CBlock,1035,1947,912,Y,2207,0,2207,2,0,2,3,1,TA,7,1,Attchd,576,301,0,0,0,0,7,2010,Normal,180000
139,70,8267,Reg,AllPub,Corner,Gtl,NAmes,Duplex,1Story,5,5,1958,1958,CBlock,1604,1604,0,Y,1604,0,1604,2,0,2,4,2,TA,8,0,Attchd,576,42,0,0,0,0,3,2010,Normal,135000
140,70,8197,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,7,5,2003,2009,PConc,292,1480,1188,Y,1480,0,1480,2,0,2,3,1,Gd,7,0,Attchd,620,252,73,0,0,0,2,2010,Normal,214000
141,,8050,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1959,1959,CBlock,125,1143,1018,Y,1143,0,1143,1,0,1,3,1,TA,6,0,Attchd,308,0,0,0,0,0,5,2010,Normal,136000
143,70,8400,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,6,1957,1957,CBlock,392,1314,922,Y,1314,0,1314,1,0,1,3,1,TA,5,0,Attchd,294,250,0,0,0,0,6,2010,Normal,145000
144,73,8760,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,6,6,1959,1959,CBlock,1194,1194,0,Y,1194,0,1194,1,0,1,3,1,TA,6,0,Attchd,312,0,0,120,0,0,4,2010,Normal,148000
145,,12160,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1959,1959,CBlock,188,1188,1000,Y,1188,0,1188,1,0,1,3,1,TA,6,0,Attchd,531,0,0,0,0,0,5,2010,Abnorml,142000
146,73,9300,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1960,1960,CBlock,571,1268,697,Y,1264,0,1264,1,0,1,3,1,TA,6,2,Attchd,461,0,0,0,0,143,4,2010,Normal,167500
147,87,10725,IR1,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,5,1959,1959,CBlock,270,1206,936,Y,1206,0,1206,1,0,1,3,1,TA,6,0,Attchd,312,0,21,0,0,0,5,2010,Normal,108538
149,60,8382,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,4,5,1956,1956,CBlock,832,832,0,Y,832,505,1337,1,0,1,3,1,TA,5,0,Attchd,263,0,0,0,0,0,2,2010,Normal,108000
150,60,10950,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1952,1952,CBlock,525,864,339,Y,1064,0,1064,1,0,1,2,1,Fa,4,0,Detchd,318,0,0,0,0,0,5,2010,Normal,135000
151,119,10895,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,6,1955,1955,CBlock,324,972,648,Y,972,0,972,1,0,1,3,1,TA,5,0,Attchd,305,0,0,205,0,0,6,2010,Normal,122500
152,70,13587,Reg,AllPub,Inside,Gtl,NAmes,2fmCon,1Story,5,5,1958,1958,CBlock,456,988,532,Y,988,0,988,1,0,1,2,1,TA,5,0,Attchd,264,0,0,0,0,0,4,2010,Abnorml,119000
153,68,7922,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1953,2007,CBlock,326,1057,731,Y,1057,0,1057,1,0,1,3,1,Gd,5,0,Detchd,246,0,52,0,0,0,1,2010,Abnorml,109000
154,65,7898,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1Story,4,7,1920,1994,BrkTil,576,576,0,Y,985,0,985,1,0,1,2,1,TA,4,0,Detchd,676,0,0,0,0,0,4,2010,Normal,105000
155,60,7200,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1955,2007,Slab,0,0,0,Y,827,0,827,1,0,1,2,1,TA,5,1,Detchd,392,0,0,0,0,0,4,2010,Normal,107500
156,85,10200,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1954,2003,CBlock,404,1086,682,Y,1086,0,1086,1,0,1,3,1,TA,6,0,Attchd,490,0,0,0,0,0,5,2010,Normal,144900
157,74,5868,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1Story,5,7,1956,2000,CBlock,448,936,488,Y,936,0,936,1,0,1,2,1,TA,4,0,Attchd,308,0,0,80,0,160,5,2010,Normal,129000
158,78,17503,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,6,5,1948,1950,CBlock,912,912,0,Y,912,546,1458,1,0,1,3,1,TA,6,1,Attchd,330,192,0,0,0,0,1,2010,Abnorml,97500
159,64,6979,Reg,AllPub,Inside,Gtl,OldTown,Duplex,SFoyer,6,5,1980,1980,CBlock,0,1056,1056,Y,1056,0,1056,0,0,0,0,2,TA,4,0,Detchd,576,264,56,0,0,0,6,2010,Normal,144000
160,,9830,IR1,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,7,1959,2006,CBlock,733,1063,330,Y,1287,0,1287,1,0,1,3,1,Gd,7,1,Detchd,576,364,17,0,0,182,3,2010,Normal,162000
162,60,8064,Reg,AllPub,Inside,Gtl,NAmes,1Fam,1.5Fin,6,8,1948,2004,CBlock,161,816,655,Y,816,408,1224,1,0,1,3,1,TA,5,0,Detchd,280,414,0,0,0,0,5,2010,Normal,132000
164,71,8520,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1.5Fin,5,4,1952,1952,CBlock,403,910,507,Y,910,475,1385,2,0,2,4,1,TA,6,0,Detchd,720,0,0,0,0,0,6,2010,Normal,166000
165,60,7200,Reg,AllPub,Corner,Gtl,NAmes,1Fam,1Story,5,7,1951,2000,CBlock,180,900,720,Y,900,0,900,1,0,1,3,1,Gd,5,0,Detchd,576,222,32,0,0,0,5,2010,Normal,134800
168,80,9760,Reg,AllPub,Inside,Mod,NAmes,1Fam,1Story,6,7,1963,1984,CBlock,415,1395,980,Y,1395,0,1395,1,0,1,2,1,TA,7,1,Attchd,440,657,0,113,0,240,5,2010,Normal,192000
170,60,4800,Reg,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,4,5,1900,1954,PConc,661,709,48,Y,1157,687,1844,1,0,1,3,1,TA,9,2,Basment,240,84,0,0,0,0,1,2010,Abnorml,80400
171,55,8800,Reg,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,4,7,1910,2004,BrkTil,576,576,0,Y,792,348,1140,1,0,1,3,1,TA,7,0,NA,0,0,160,0,0,0,6,2010,Normal,96500
172,56,4485,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5,7,1920,1950,PConc,357,936,579,Y,936,0,936,1,0,1,2,1,TA,5,1,NA,0,51,0,135,0,0,5,2010,Normal,109500
173,56,8960,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1Story,5,6,1927,1950,CBlock,1008,1008,0,Y,1028,0,1028,1,0,1,2,1,TA,5,1,Detchd,360,0,0,130,0,0,3,2010,Normal,115000
174,69,5805,Reg,AllPub,Inside,Mod,OldTown,1Fam,1Story,5,7,1957,1957,CBlock,0,1347,1347,Y,1347,0,1347,1,0,1,3,1,Gd,6,0,Detchd,551,0,0,0,0,0,6,2010,Normal,143000
175,60,5790,Reg,AllPub,Corner,Gtl,OldTown,1Fam,2Story,3,6,1915,1950,CBlock,840,840,0,N,840,765,1605,2,0,2,3,2,TA,8,0,Detchd,379,0,0,202,0,0,5,2010,Normal,107400
176,47,4608,Reg,AllPub,Corner,Gtl,OldTown,1Fam,1Story,4,6,1945,1950,CBlock,747,747,0,Y,747,0,747,1,0,1,2,1,TA,4,0,Attchd,220,0,0,0,0,0,6,2010,Normal,80000
177,60,7200,Reg,AllPub,Corner,Gtl,OldTown,1Fam,1Story,5,7,1940,1992,CBlock,278,788,510,Y,804,0,804,1,0,1,2,1,Gd,4,2,Attchd,240,0,0,154,0,0,2,2010,Abnorml,119000
178,50,5500,Reg,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,5,7,1929,2001,BrkTil,0,926,926,Y,926,0,1316,1,0,1,3,1,TA,6,0,Detchd,484,0,0,0,0,0,4,2010,Normal,130000
179,50,6900,Reg,AllPub,Corner,Gtl,OldTown,1Fam,1.5Fin,6,7,1938,2000,PConc,827,827,0,Y,827,424,1251,1,0,1,3,1,Fa,6,0,Detchd,240,0,0,0,0,0,1,2010,Normal,119000
180,69,11851,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5,7,1948,2009,BrkTil,247,1027,780,Y,1027,606,1633,1,0,1,3,1,Gd,7,1,Detchd,240,0,100,126,0,0,6,2010,Normal,129000
181,,8239,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1920,1962,BrkTil,832,1008,176,Y,1060,185,1245,1,0,1,3,1,TA,6,0,Detchd,315,0,0,334,0,0,3,2010,Normal,100000
182,68,9656,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1Story,2,2,1923,1970,BrkTil,678,678,0,N,832,0,832,1,0,1,2,1,TA,5,1,Detchd,780,0,0,0,0,0,6,2010,Abnorml,12789
183,60,8520,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1Story,6,8,1928,2003,BrkTil,624,624,0,Y,720,0,720,1,0,1,2,1,TA,5,0,Detchd,484,106,0,0,0,0,5,2010,Normal,105900
184,60,9600,Reg,AllPub,Corner,Gtl,OldTown,1Fam,2Story,8,9,1900,2003,BrkTil,930,930,0,N,930,636,1566,2,0,2,3,1,Gd,7,0,Detchd,288,54,228,246,0,0,4,2010,Abnorml,150000
185,60,10800,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1.5Fin,5,6,1915,1950,PConc,0,686,686,Y,966,686,1652,2,0,2,4,1,TA,7,0,Detchd,416,0,0,196,0,0,6,2010,Normal,139000
186,50,9000,Reg,AllPub,Inside,Gtl,OldTown,1Fam,2Story,8,9,1890,2002,Stone,346,346,0,Y,1157,1111,2268,3,0,3,3,1,Gd,7,0,Detchd,624,0,108,0,0,0,4,2010,Normal,240000
187,100,9045,Reg,AllPub,Inside,Gtl,OldTown,2fmCon,2Story,5,3,1910,1950,BrkTil,840,840,0,N,1128,1128,2256,2,0,2,4,2,Fa,12,0,NA,0,0,18,18,0,0,6,2010,Abnorml,76500
188,90,7407,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1Story,6,7,1957,1996,CBlock,312,912,600,Y,1236,0,1236,1,0,1,2,1,TA,6,0,Attchd,923,0,158,158,0,0,4,2010,Normal,149700
189,60,7740,Reg,AllPub,Inside,Gtl,OldTown,1Fam,2Story,4,7,1910,1950,CBlock,622,622,0,Y,741,622,1363,1,0,1,3,1,TA,6,0,Detchd,528,0,0,0,0,168,6,2010,Normal,125500
190,60,11340,Reg,AllPub,Inside,Gtl,OldTown,2fmCon,2Story,4,6,1885,1950,PConc,777,777,0,Y,1246,1044,2290,2,0,2,4,2,TA,11,0,Detchd,560,0,0,114,0,0,4,2010,Normal,122500
194,50,5000,Reg,AllPub,Inside,Gtl,BrkSide,1Fam,1Story,4,7,1925,1950,BrkTil,577,765,188,N,765,0,765,1,0,1,2,1,Gd,4,0,Detchd,200,135,0,41,0,0,4,2010,Normal,87000
195,50,6000,Reg,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,6,7,1939,1950,BrkTil,144,608,464,Y,608,524,1132,1,0,1,2,1,TA,5,0,Detchd,240,0,0,128,0,0,4,2010,Abnorml,134000
199,52,6240,Reg,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,7,1936,1980,CBlock,252,528,276,Y,548,492,1040,1,0,1,2,1,TA,5,0,Detchd,624,306,0,32,0,0,5,2010,Normal,123900
200,52,6240,Reg,AllPub,Inside,Gtl,BrkSide,1Fam,1.5Fin,5,5,1930,1950,BrkTil,480,928,448,Y,928,608,1536,2,0,2,4,1,TA,7,1,Detchd,480,0,10,0,0,0,3,2010,Normal,138400
201,51,6120,Reg,AllPub,Inside,Gtl,OldTown,1Fam,1Story,6,5,1923,1950,BrkTil,164,1124,960,Y,1068,0,1068,1,0,1,2,1,TA,5,1,Detchd,288,0,0,128,0,0,3,2010,Normal,109500
202,50,10300,IR1,AllPub,Inside,Gtl,OldTown,1Fam,2Story,7,6,1921,1950,BrkTil,576,576,0,Y,902,808,1710,2,0,2,3,1,TA,9,0,Detchd,480,12,11,64,0,0,4,2010,Normal,140000
205,52,3068,Reg,AllPub,Inside,Gtl,OldTown,1Fam,2Story,6,8,1920,1993,BrkTil,662,662,0,Y,662,662,1324,1,0,1,3,1,TA,6,0,Detchd,180,0,0,112,0,0,2,2010,Normal,122000
206,110,8472,IR2,AllPub,Corner,Mod,IDOTRR,Duplex,1Story,5,5,1963,1963,CBlock,0,816,816,N,816,0,816,1,0,1,2,1,TA,5,0,CarPort,516,106,0,0,0,0,5,2010,Normal,110000
207,70,5600,Reg,AllPub,Inside,Gtl,IDOTRR,2fmCon,2Story,4,5,1930,1950,Slab,0,0,0,N,372,720,1092,2,0,2,3,2,Fa,7,0,NA,0,0,0,0,0,0,7,2010,Normal,55000
208,76,7630,Reg,AllPub,Inside,Gtl,OldTown,2fmCon,2Story,5,9,1900,1996,BrkTil,360,360,0,Y,1032,780,1812,2,0,2,4,2,Gd,8,1,Detchd,672,344,0,40,0,0,5,2010,Normal,140000
209,,24090,Reg,AllPub,Inside,Gtl,ClearCr,1Fam,2Story,7,7,1940,1950,CBlock,1032,1032,0,Y,1207,1196,2403,2,0,2,4,1,TA,10,2,Attchd,349,56,0,318,0,0,6,2010,Normal,244400
210,100,15263,IR1,AllPub,Inside,Gtl,ClearCr,1Fam,1Story,5,5,1959,1959,CBlock,656,1422,766,Y,1675,0,1675,2,0,2,3,1,TA,8,2,Attchd,365,0,132,0,0,0,5,2010,Normal,173000
212,60,9900,Reg,AllPub,Inside,Gtl,SWISU,2fmCon,1.5Fin,5,4,1915,1950,BrkTil,186,1212,1026,N,1212,180,1392,1,0,1,3,1,TA,6,0,NA,0,0,0,168,0,0,2,2010,Normal,100000
213,65,6001,IR1,AllPub,Inside,Mod,SWISU,1Fam,1.5Fin,6,5,1940,1950,CBlock,232,600,368,N,600,319,919,1,0,1,3,1,TA,5,0,Detchd,231,0,0,45,0,0,3,2010,Normal,95000
215,60,6048,Reg,AllPub,Corner,Gtl,SWISU,2fmCon,1.5Fin,5,7,1910,1950,BrkTil,120,856,736,Y,936,744,1680,2,0,2,2,2,TA,7,1,Detchd,450,56,144,0,0,0,6,2010,Normal,114900
216,54,6342,Reg,AllPub,Inside,Gtl,Sawyer,1Fam,1.5Fin,5,8,1875,1996,CBlock,780,780,0,N,780,240,1020,1,0,1,2,1,TA,6,0,NA,0,0,0,176,0,0,5,2010,Normal,94000
217,72,10773,Reg,AllPub,Inside,Gtl,Sawyer,Duplex,1Story,4,3,1967,1967,CBlock,1128,1832,704,N,1832,0,1832,2,0,2,4,2,TA,8,0,NA,0,0,58,0,0,0,5,2010,Normal,136000
218,72,10778,Reg,AllPub,Inside,Gtl,Sawyer,Duplex,1Story,4,5,1968,1968,CBlock,1768,1768,0,N,1768,0,1768,2,0,2,4,2,TA,8,0,NA,0,0,0,0,0,0,4,2010,Normal,136500
221,70,8521,Reg,AllPub,FR2,Gtl,Sawyer,1Fam,1Story,5,5,1967,1967,CBlock,70,912,842,Y,912,0,912,1,0,1,3,1,TA,5,1,Detchd,336,0,0,0,0,0,5,2010,Normal,125000
222,,8246,IR1,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,8,1968,2001,CBlock,204,1060,856,Y,1060,0,1060,1,0,1,3,1,Gd,6,1,Attchd,270,406,90,0,0,0,5,2010,Normal,154000
223,65,7800,Reg,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,7,1966,2008,CBlock,150,864,714,Y,892,0,892,1,0,1,3,1,Gd,5,0,Detchd,416,0,0,0,0,0,6,2010,Normal,137900
225,65,7832,Reg,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,5,5,1968,1968,CBlock,89,864,775,Y,864,0,864,1,0,1,2,1,TA,4,0,Detchd,280,226,0,0,0,0,5,2010,Normal,137250
226,,7424,IR1,AllPub,Inside,Gtl,Sawyer,Duplex,SFoyer,5,5,1978,1978,CBlock,0,1319,1319,Y,1373,0,1373,1,0,1,3,1,TA,5,2,Attchd,591,0,0,0,0,0,5,2010,Normal,160250
231,94,9259,Reg,AllPub,Corner,Gtl,Sawyer,1Fam,1Story,4,4,1927,1950,BrkTil,660,660,0,N,756,0,756,1,0,1,2,1,TA,4,0,Detchd,440,80,0,0,0,0,6,2010,Normal,85000
232,60,9600,Reg,AllPub,Inside,Gtl,Sawyer,1Fam,1Story,4,7,1950,1995,CBlock,625,1067,442,Y,1067,0,1067,2,0,2,2,1,Gd,4,0,Attchd,436,290,0,0,0,0,2,2010,Normal,128000
235,124,18600,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,3,4,1938,1990,CBlock,0,972,972,Y,1052,558,1610,2,0,2,4,1,Fa,8,1,Attchd,480,0,0,60,0,0,6,2010,Normal,124000
236,85,10625,Reg,AllPub,Corner,Gtl,Edwards,1Fam,1Story,5,5,1920,1950,BrkTil,350,458,108,N,835,0,835,1,0,1,2,1,TA,5,0,Basment,366,0,0,77,0,0,5,2010,Abnorml,83000
237,65,11479,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1Story,6,7,1950,1987,CBlock,172,663,491,Y,1074,0,1074,1,0,1,3,1,Gd,6,1,Attchd,467,0,52,52,0,0,6,2010,Normal,144500
238,68,9571,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1Story,5,6,1956,1956,CBlock,405,1144,739,Y,1144,0,1144,1,0,1,3,1,TA,6,0,Attchd,596,44,0,0,0,0,6,2010,Normal,129000
239,50,9350,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,4,6,1947,1979,CBlock,564,756,192,Y,1169,0,1531,1,0,1,3,1,TA,8,1,Detchd,209,0,0,0,0,0,6,2010,Normal,127000
240,75,9525,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1Story,5,7,1954,1998,CBlock,218,1172,954,Y,1172,0,1172,1,0,1,3,1,TA,5,0,Attchd,366,240,0,0,0,0,6,2010,Normal,128000
241,83,10420,Reg,AllPub,Corner,Gtl,Edwards,1Fam,1Story,6,5,2009,2009,PConc,1176,1212,36,Y,1212,0,1212,2,0,2,3,1,Gd,6,0,Attchd,460,100,22,0,0,0,3,2010,Normal,186000
242,44,17485,IR2,AllPub,Inside,Gtl,Edwards,1Fam,1Story,7,5,2009,2010,PConc,162,1508,1346,Y,1508,0,1508,1,0,1,1,1,Gd,5,2,Attchd,572,0,0,0,0,0,1,2010,Partial,308030
243,,11200,IR1,AllPub,CulDSac,Gtl,Edwards,1Fam,1Story,5,3,1964,1964,CBlock,1250,1250,0,Y,1298,0,1298,2,0,2,3,1,TA,5,0,Detchd,504,0,144,0,0,0,6,2010,Normal,114000
244,60,11100,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1Story,4,7,1946,2006,CBlock,0,0,0,Y,930,0,930,1,0,1,2,1,Gd,6,0,Detchd,308,0,0,0,0,0,4,2010,Abnorml,84900
249,73,9069,Reg,AllPub,Inside,Gtl,SawyerW,1Fam,SFoyer,6,6,1992,1992,PConc,189,936,747,Y,996,0,996,1,0,1,2,1,Gd,5,0,Attchd,564,120,0,0,0,0,4,2010,Normal,147000
250,64,10475,IR1,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,8,5,2008,2008,PConc,1694,1694,0,Y,1694,0,1694,2,0,2,3,1,Gd,7,0,Attchd,776,160,33,0,0,0,2,2010,Normal,245350
251,64,6762,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2006,2006,PConc,501,1187,686,Y,1208,0,1208,2,0,2,2,1,Gd,6,0,Attchd,632,105,61,0,0,0,2,2010,Normal,206000
252,94,10402,IR1,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,7,5,2009,2009,PConc,1226,1226,0,Y,1226,0,1226,2,0,2,3,1,Gd,6,0,Attchd,740,0,36,0,0,0,5,2010,Normal,198900
253,64,7360,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2010,2010,PConc,1198,1222,24,Y,1222,0,1222,2,0,2,2,1,Gd,6,0,Attchd,615,0,54,0,0,0,3,2010,Normal,187000
254,90,12376,Reg,AllPub,Corner,Gtl,SawyerW,1Fam,2Story,7,5,1990,1990,PConc,203,1673,1470,Y,1699,1523,3222,3,0,3,5,1,Gd,11,2,Attchd,594,367,0,0,0,0,5,2010,Normal,320000
255,82,14235,IR1,AllPub,Inside,Gtl,SawyerW,1Fam,1.5Fin,6,8,1900,1993,PConc,676,676,0,Y,831,614,1445,2,0,2,3,1,TA,6,0,Detchd,484,0,59,0,0,0,3,2010,Normal,138500
256,80,8816,Reg,AllPub,Inside,Gtl,ClearCr,1Fam,SLvl,6,7,1971,1971,CBlock,506,1010,504,Y,1052,0,1052,1,0,1,3,1,TA,6,0,Attchd,440,0,0,0,0,0,6,2010,Normal,155000
257,82,11105,Reg,AllPub,Corner,Gtl,CollgCr,1Fam,SFoyer,5,5,1996,1996,PConc,0,870,870,Y,965,0,965,1,0,1,2,1,TA,4,0,Attchd,580,71,0,0,0,0,7,2010,Normal,159000
262,75,10650,Reg,AllPub,Corner,Gtl,CollgCr,1Fam,1Story,5,6,1976,1976,CBlock,0,894,894,Y,894,0,894,1,0,1,3,1,TA,5,0,Attchd,308,365,0,0,0,0,2,2010,Normal,128200
263,68,7480,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,5,6,1972,1972,CBlock,396,876,480,Y,876,0,876,1,0,1,3,1,TA,5,0,Detchd,484,0,0,0,0,0,6,2010,Normal,127000
265,,11423,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,8,5,2001,2002,PConc,223,1581,1358,Y,1601,0,1601,2,0,2,3,1,Gd,6,1,Attchd,670,180,0,0,0,0,5,2010,Normal,272000
268,48,12137,IR2,AllPub,CulDSac,Gtl,CollgCr,1Fam,1Story,7,5,1998,1998,PConc,1649,1649,0,Y,1661,0,1661,2,0,2,3,1,Gd,6,0,Attchd,598,0,34,0,0,0,5,2010,Normal,224900
269,,4435,Reg,AllPub,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2003,2003,PConc,176,848,672,Y,848,0,848,1,0,1,1,1,Gd,4,0,Attchd,420,140,0,0,0,0,4,2010,Normal,143750
270,,4426,Reg,AllPub,Inside,Gtl,CollgCr,TwnhsE,1Story,6,5,2004,2004,PConc,186,848,662,Y,848,0,848,1,0,1,1,1,Gd,3,0,Attchd,420,160,0,0,0,0,5,2010,Normal,143000
271,48,10635,IR2,AllPub,FR2,Gtl,CollgCr,1Fam,1Story,8,5,2003,2003,PConc,315,1657,1342,Y,1668,0,1668,2,0,2,3,1,Gd,8,1,Attchd,502,0,262,0,0,0,5,2010,Normal,232000
272,70,8400,Reg,AllPub,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2004,2005,PConc,761,1473,712,Y,1484,0,1484,2,0,2,3,1,Gd,7,0,Attchd,606,0,35,0,144,0,5,2010,Normal,213000
273,65,8773,Reg,AllPub,FR2,Gtl,CollgCr,1Fam,1Story,7,5,2004,2004,PConc,1390,1414,24,Y,1414,0,1414,2,0,2,3,1,Gd,6,0,Attchd,494,132,105,0,0,0,5,2010,Normal,185500
274,67,8777,Reg,AllPub,Inside,Mod,Edwards,1Fam,1Story,3,6,1945,2007,CBlock,0,0,0,N,640,0,640,1,0,1,2,1,TA,5,0,Detchd,240,0,0,0,0,0,4,2010,Normal,84900
275,68,8842,Reg,AllPub,Corner,Gtl,Edwards,1Fam,1Story,5,6,1954,1954,CBlock,381,381,0,Y,992,0,992,1,0,1,3,1,TA,6,0,Detchd,319,60,0,56,0,0,1,2010,Abnorml,155891
276,75,9825,Reg,AllPub,Inside,Gtl,Edwards,Duplex,1Story,5,5,1965,1965,CBlock,0,0,0,N,1664,0,1664,2,0,2,4,2,TA,8,0,NA,0,0,0,0,0,0,5,2010,Normal,100000
277,60,10044,IR1,AllPub,CulDSac,Gtl,Edwards,1Fam,1Story,5,6,1968,1968,CBlock,126,1196,1070,Y,1196,0,1196,1,0,1,3,1,TA,6,0,Attchd,336,257,0,168,0,0,6,2010,Normal,144000
278,89,11792,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1.5Fin,4,5,1948,1950,CBlock,744,744,0,N,792,328,1120,1,0,1,2,1,Fa,5,0,Detchd,480,0,0,0,0,160,6,2010,Abnorml,64000
279,65,6305,Reg,AllPub,Inside,Gtl,Edwards,1Fam,SLvl,6,6,1975,1975,CBlock,480,1008,528,Y,1096,0,1096,1,0,1,3,1,TA,5,1,Detchd,352,0,0,0,0,0,6,2010,Normal,125200
280,94,7819,Reg,AllPub,Inside,Gtl,Edwards,1Fam,SLvl,6,5,1976,1976,CBlock,480,1029,549,Y,1117,0,1117,1,0,1,3,1,TA,6,1,Detchd,672,144,0,0,0,0,3,2010,Abnorml,107000
281,64,6410,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1Story,4,5,1958,1958,CBlock,960,960,0,Y,960,0,960,1,0,1,3,1,TA,5,0,NA,0,0,0,0,0,0,5,2010,Normal,90000
282,80,8546,Reg,AllPub,Corner,Gtl,Edwards,1Fam,1Story,4,5,2003,2004,PConc,1121,1121,0,Y,1121,0,1121,2,0,2,2,1,TA,5,0,Attchd,440,132,64,0,0,0,3,2010,Normal,140000
284,60,12180,Reg,AllPub,Inside,Gtl,Edwards,2fmCon,1.5Fin,4,4,1941,1950,BrkTil,324,672,348,N,672,252,924,1,0,1,2,1,Fa,5,0,Detchd,280,0,0,0,0,0,7,2010,Normal,80000
285,68,8562,Reg,AllPub,Inside,Mod,Edwards,1Fam,1Story,5,6,1957,2002,CBlock,833,1216,383,Y,1526,0,1526,1,0,1,4,1,TA,7,1,Basment,364,116,78,0,0,0,5,2010,Normal,144500
286,67,4853,Reg,AllPub,Inside,Gtl,SWISU,1Fam,1Story,5,6,1924,1999,BrkTil,974,1107,133,N,1296,0,1296,2,0,2,2,1,Fa,5,1,Detchd,260,0,0,36,0,0,5,2010,Normal,104000
288,45,8212,Reg,AllPub,Inside,Gtl,Edwards,1Fam,1Story,3,3,1914,1950,BrkTil,661,864,203,N,864,0,864,1,0,1,2,1,TA,5,0,Detchd,200,0,0,96,0,0,6,2010,Normal,58500
289,50,5000,Reg,AllPub,Inside,Gtl,SWISU,1Fam,1.5Fin,5,6,1924,1950,BrkTil,808,1026,218,Y,1026,665,1691,2,0,2,3,1,Gd,6,1,Detchd,308,0,0,242,0,0,5,2010,Normal,127000
290,,7890,Reg,AllPub,Corner,Gtl,SWISU,1Fam,1Story,6,6,1939,1950,CBlock,618,856,238,Y,856,0,856,1,0,1,2,1,TA,4,1,Detchd,399,0,0,0,0,166,3,2010,Normal,126000
